Time,X
0.002506963788300856,-0.2912621359223291
0.04206128133704737,-0.3883495145631066
0.07827298050139277,-0.2912621359223291
0.13398328690807798,-0.48543689320388417
0.14122562674094707,-1.067961165048544
0.14735376044568244,0.3883495145631066
0.15403899721448466,4.077669902912621
0.16016713091922005,6.7961165048543695
0.1651810584958217,10.194174757281553
0.16573816155988857,12.03883495145631
0.16852367688022285,17.57281553398058
0.1746518105849582,19.223300970873787
0.17799442896935933,24.854368932038835
0.18635097493036212,29.320388349514563
0.18802228412256267,33.689320388349515
0.2041782729805014,41.16504854368932
0.2097493036211699,42.52427184466019
0.2192200557103064,44.66019417475728
0.23593314763231196,45.53398058252427
0.2459610027855153,45.24271844660194
0.25877437325905295,43.786407766990294
0.26935933147632307,41.359223300970875
0.28718662952646234,37.66990291262136
0.2988857938718663,35.33980582524272
0.3100278551532033,32.71844660194175
0.32339832869080776,30.29126213592233
0.34066852367688016,27.57281553398058
0.364066852367688,24.466019417475728
0.38356545961002786,22.233009708737864
0.41030640668523677,20.097087378640776
0.4348189415041782,18.932038834951456
0.4493036211699164,18.640776699029125
0.4632311977715877,17.766990291262136
0.4827298050139275,17.57281553398058
0.49777158774373254,16.699029126213592
