Time,X
-0.0019498607242339622,0.1941747572815533
0.041504178272980516,-0.1941747572815533
0.07715877437325906,-0.09708737864077577
0.13342618384401114,-0.3883495145631066
0.14623955431754876,1.067961165048544
0.1573816155988858,4.757281553398058
0.16852367688022285,12.03883495145631
0.1724233983286908,16.990291262135923
0.19136490250696378,28.25242718446602
0.2119777158774373,38.932038834951456
0.2181058495821727,41.16504854368932
0.232033426183844,44.95145631067961
0.2481894150417827,46.50485436893204
0.2671309192200557,45.728155339805824
0.2766016713091922,45.04854368932039
0.29220055710306403,42.71844660194175
0.32005571030640667,39.029126213592235
0.33008356545961004,38.05825242718447
0.34233983286908076,35.728155339805824
0.3701949860724234,32.23300970873787
0.3880222841225627,30.19417475728155
0.4080779944289693,28.54368932038835
0.4337047353760445,26.893203883495147
0.45933147632311977,26.504854368932037
0.48050139275766013,25.728155339805824
