Time,X
-0.0013927576601671099,-0.1941747572815533
0.040947075208913664,-0.2912621359223291
0.07660167130919221,-0.3883495145631066
0.1328690807799443,-0.1941747572815533
0.14289693593314762,-0.09708737864077577
0.15236768802228412,2.524271844660194
0.1551532033426184,6.019417475728155
0.16016713091922005,9.41747572815534
0.16406685236768803,13.495145631067961
0.1690807799442897,18.446601941747574
0.1735376044568245,22.9126213592233
0.18077994428969357,27.66990291262136
0.18579387186629526,31.359223300970875
0.19415041782729803,36.407766990291265
0.20027855153203342,39.32038834951456
0.20807799442896935,41.45631067961165
0.2192200557103064,42.23300970873786
0.23091922005571028,42.13592233009709
0.2426183844011142,41.45631067961165
0.2515320334261838,40.09708737864078
0.26044568245125344,38.252427184466015
0.2682451253481894,37.28155339805825
0.2754874651810585,35.4368932038835
0.28217270194986066,33.980582524271846
0.2910863509749303,32.23300970873787
0.29832869080779945,30.485436893203882
0.30779944289693595,29.223300970873787
0.3161559888579387,27.281553398058254
0.3256267409470752,25.631067961165048
0.3367688022284122,23.883495145631066
0.3467966573816156,22.71844660194175
0.35849582172701944,20.873786407766993
0.3735376044568245,19.611650485436893
0.3935933147632311,18.349514563106794
0.41030640668523677,17.281553398058254
0.43091922005571026,17.37864077669903
0.4459610027855153,16.310679611650485
0.46434540389972134,16.699029126213592
0.48161559888579386,15.436893203883496
0.48774373259052917,14.368932038834952
0.4949860724233983,14.757281553398059
